user,week,anomaly_score,anomaly_label,is_anomalous,normalized_score,behavioral_risk_raw,behavioral_risk_score
AAE0190,11-01-2010,-0.049725886,-1,1,0.348291659,0.651708341,7
AAE0190,18-01-2010,-0.025567659,-1,1,0.399455947,0.600544053,6
AAE0190,25-01-2010,0.213043638,1,0,0.904806653,0.095193347,2
AAE0190,15-02-2010,0.21606624,1,0,0.911208169,0.088791831,2
AAE0190,22-02-2010,0.215213183,1,0,0.909401494,0.090598506,2
AAE0190,15-03-2010,0.192736078,1,0,0.861797625,0.138202375,2
AAE0190,22-03-2010,0.172490048,1,0,0.818918912,0.181081088,3
AAE0190,29-03-2010,0.167907556,1,0,0.809213731,0.190786269,3
AAE0190,12-04-2010,0.17392392,1,0,0.821955685,0.178044315,3
AAE0190,19-04-2010,0.178776273,1,0,0.832232399,0.167767601,3
AAE0190,26-04-2010,0.169780956,1,0,0.813181374,0.186818626,3
AAE0190,10-05-2010,0.148175561,1,0,0.767423684,0.232576316,3
AAE0190,17-05-2010,0.16204232,1,0,0.79679185,0.20320815,3
AAE0190,24-05-2010,0.184441045,1,0,0.844229721,0.155770279,2
AAE0190,14-06-2010,0.15795674,1,0,0.788139072,0.211860928,3
AAE0190,21-06-2010,0.173478148,1,0,0.821011592,0.178988408,3
AAE0190,28-06-2010,0.180713082,1,0,0.836334332,0.163665668,2
AAE0190,12-07-2010,0.255980329,1,0,0.995741522,0.004258478,1
AAE0190,19-07-2010,0.257991053,1,0,1,0,1
AAE0190,26-07-2010,0.257991053,1,0,1,0,1
AAE0190,09-08-2010,0.23118061,1,0,0.94321863,0.05678137,2
AAE0190,16-08-2010,0.257991053,1,0,1,0,1
AAE0190,23-08-2010,0.257991053,1,0,1,0,1
AAE0190,30-08-2010,0.24493371,1,0,0.972346082,0.027653918,1
AAE0190,13-09-2010,0.257991053,1,0,1,0,1
AAE0190,20-09-2010,0.257991053,1,0,1,0,1
AAE0190,27-09-2010,0.255980329,1,0,0.995741522,0.004258478,1
AAE0190,11-10-2010,0.253013037,1,0,0.989457147,0.010542853,1
AAE0190,18-10-2010,0.257991053,1,0,1,0,1
AAE0190,25-10-2010,0.257991053,1,0,1,0,1
AAE0190,15-11-2010,0.257991053,1,0,1,0,1
AAE0190,22-11-2010,0.253013037,1,0,0.989457147,0.010542853,1
AAE0190,29-11-2010,0.24493371,1,0,0.972346082,0.027653918,1
AAE0190,13-12-2010,0.257991053,1,0,1,0,1
AAE0190,20-12-2010,0.253013037,1,0,0.989457147,0.010542853,1
AAE0190,27-12-2010,0.255980329,1,0,0.995741522,0.004258478,1
AAE0190,10-01-2011,0.24493371,1,0,0.972346082,0.027653918,1
AAE0190,17-01-2011,0.257991053,1,0,1,0,1
AAE0190,24-01-2011,0.257991053,1,0,1,0,1
AAE0190,31-01-2011,0.23118061,1,0,0.94321863,0.05678137,2
AAE0190,14-02-2011,0.257991053,1,0,1,0,1
AAE0190,21-02-2011,0.257991053,1,0,1,0,1
AAE0190,28-02-2011,0.23118061,1,0,0.94321863,0.05678137,2
AAE0190,14-03-2011,0.257991053,1,0,1,0,1
AAE0190,21-03-2011,0.257991053,1,0,1,0,1
AAE0190,28-03-2011,0.255980329,1,0,0.995741522,0.004258478,1
AAE0190,11-04-2011,0.253013037,1,0,0.989457147,0.010542853,1
AAE0190,18-04-2011,0.255980329,1,0,0.995741522,0.004258478,1
AAE0190,25-04-2011,0.257991053,1,0,1,0,1
AAE0190,09-05-2011,0.23118061,1,0,0.94321863,0.05678137,2
AAE0190,16-05-2011,0.23118061,1,0,0.94321863,0.05678137,2
AAF0535,11-01-2010,-0.028914187,-1,1,0.392368393,0.607631607,6
AAF0535,18-01-2010,-0.010833558,-1,1,0.430661043,0.569338957,6
AAF0535,25-01-2010,0.109343336,1,0,0.685181592,0.314818408,4
AAF0535,15-02-2010,0.124908302,1,0,0.718146362,0.281853638,4
AAF0535,22-02-2010,0.113564633,1,0,0.694121803,0.305878197,4
AAF0535,15-03-2010,0.115869662,1,0,0.699003584,0.300996416,4
AAF0535,22-03-2010,0.10311351,1,0,0.671987552,0.328012448,4
AAF0535,29-03-2010,0.117543472,1,0,0.702548518,0.297451482,4
AAF0535,12-04-2010,0.104202358,1,0,0.674293604,0.325706396,4
AAF0535,19-04-2010,0.084554483,1,0,0.632681712,0.367318288,4
AAF0535,26-04-2010,0.10298523,1,0,0.67171587,0.32828413,4
AAF0535,10-05-2010,0.107276121,1,0,0.680803472,0.319196528,4
AAF0535,17-05-2010,0.107165533,1,0,0.68056926,0.31943074,4
AAF0535,24-05-2010,0.113555881,1,0,0.694103267,0.305896733,4
AAF0535,14-06-2010,0.113031397,1,0,0.692992471,0.307007529,4
AAF0535,21-06-2010,0.102287164,1,0,0.670237448,0.329762552,4
AAF0535,28-06-2010,0.094309312,1,0,0.653341294,0.346658706,4
AAF0535,12-07-2010,0.163638258,1,0,0.800171861,0.199828139,3
AAF0535,19-07-2010,0.151438105,1,0,0.774333368,0.225666632,3
AAF0535,26-07-2010,0.152084165,1,0,0.775701648,0.224298352,3
AAF0535,09-08-2010,0.102289649,1,0,0.670242711,0.329757289,4
AAF0535,16-08-2010,0.152203892,1,0,0.775955215,0.224044785,3
AAF0535,23-08-2010,0.145210581,1,0,0.761144205,0.238855795,3
AAF0791,11-01-2010,-0.034235038,-1,1,0.381099456,0.618900544,7
AAF0791,18-01-2010,-0.004365454,-1,1,0.444359728,0.555640272,6
AAF0791,25-01-2010,0.221579822,1,0,0.922885289,0.077114711,2
AAF0791,15-02-2010,0.220121488,1,0,0.919796708,0.080203292,2
AAF0791,22-02-2010,0.223604672,1,0,0.927173683,0.072826317,2
AAF0791,15-03-2010,0.219785111,1,0,0.919084302,0.080915698,2
AAF0791,22-03-2010,0.214999922,1,0,0.908949833,0.091050167,2
AAF0791,29-03-2010,0.200700138,1,0,0.87866457,0.12133543,2
AAF0791,12-04-2010,0.201615199,1,0,0.880602562,0.119397438,2
AAF0791,19-04-2010,0.216417154,1,0,0.911951365,0.088048635,2
AAF0791,26-04-2010,0.203468026,1,0,0.884526631,0.115473369,2
AAF0791,10-05-2010,0.189163765,1,0,0.854231888,0.145768112,2
AAF0791,17-05-2010,0.214999922,1,0,0.908949833,0.091050167,2
AAF0791,24-05-2010,0.215301008,1,0,0.909587498,0.090412502,2
AAF0791,14-06-2010,0.216325496,1,0,0.911757244,0.088242756,2
AAF0791,21-06-2010,0.203778749,1,0,0.885184707,0.114815293,2
AAF0791,28-06-2010,0.205250977,1,0,0.888302712,0.111697288,2
AAF0791,12-07-2010,0.255980329,1,0,0.995741522,0.004258478,1
AAF0791,19-07-2010,0.257991053,1,0,1,0,1
AAF0791,26-07-2010,0.257991053,1,0,1,0,1
AAF0791,09-08-2010,0.23118061,1,0,0.94321863,0.05678137,2
AAF0791,16-08-2010,0.257991053,1,0,1,0,1
AAF0791,23-08-2010,0.257991053,1,0,1,0,1
AAF0791,30-08-2010,0.24493371,1,0,0.972346082,0.027653918,1
AAF0791,13-09-2010,0.257991053,1,0,1,0,1
AAF0791,20-09-2010,0.257991053,1,0,1,0,1
AAF0791,27-09-2010,0.255980329,1,0,0.995741522,0.004258478,1
AAF0791,11-10-2010,0.253013037,1,0,0.989457147,0.010542853,1
AAF0791,18-10-2010,0.257991053,1,0,1,0,1
AAF0791,25-10-2010,0.257991053,1,0,1,0,1
AAF0791,15-11-2010,0.257991053,1,0,1,0,1
AAF0791,22-11-2010,0.253013037,1,0,0.989457147,0.010542853,1
AAF0791,29-11-2010,0.24493371,1,0,0.972346082,0.027653918,1
AAF0791,13-12-2010,0.257991053,1,0,1,0,1
AAF0791,20-12-2010,0.253013037,1,0,0.989457147,0.010542853,1
AAF0791,27-12-2010,0.255980329,1,0,0.995741522,0.004258478,1
AAF0791,10-01-2011,0.24493371,1,0,0.972346082,0.027653918,1
AAF0791,17-01-2011,0.257991053,1,0,1,0,1
AAF0791,24-01-2011,0.257991053,1,0,1,0,1
AAF0791,31-01-2011,0.23118061,1,0,0.94321863,0.05678137,2
AAF0791,14-02-2011,0.257991053,1,0,1,0,1
AAF0791,21-02-2011,0.257991053,1,0,1,0,1
AAF0791,28-02-2011,0.23118061,1,0,0.94321863,0.05678137,2
AAF0791,14-03-2011,0.257991053,1,0,1,0,1
AAF0791,21-03-2011,0.257991053,1,0,1,0,1
AAF0791,28-03-2011,0.255980329,1,0,0.995741522,0.004258478,1
AAF0791,11-04-2011,0.253013037,1,0,0.989457147,0.010542853,1
AAF0791,18-04-2011,0.255980329,1,0,0.995741522,0.004258478,1
AAF0791,25-04-2011,0.257991053,1,0,1,0,1
AAF0791,09-05-2011,0.23118061,1,0,0.94321863,0.05678137,2
AAF0791,16-05-2011,0.23118061,1,0,0.94321863,0.05678137,2
AAL0706,11-01-2010,0.058978672,1,0,0.578515147,0.421484853,5
AAL0706,18-01-2010,0.067566466,1,0,0.596703087,0.403296913,5
AAL0706,25-01-2010,0.226562912,1,0,0.933438888,0.066561112,2
AAL0706,15-02-2010,0.231191906,1,0,0.943242554,0.056757446,2
AAL0706,22-02-2010,0.233479029,1,0,0.948086412,0.051913588,1
AAL0706,15-03-2010,0.226107059,1,0,0.932473444,0.067526556,2
AAL0706,22-03-2010,0.227900863,1,0,0.936272512,0.063727488,2
AAL0706,29-03-2010,0.21420182,1,0,0.907259548,0.092740452,2
AAL0706,12-04-2010,0.222536828,1,0,0.924912115,0.075087885,2
AAL0706,19-04-2010,0.231994305,1,0,0.944941941,0.055058059,1
AAL0706,26-04-2010,0.231994305,1,0,0.944941941,0.055058059,1
AAL0706,10-05-2010,0.220600832,1,0,0.920811902,0.079188098,2
AAL0706,17-05-2010,0.225687022,1,0,0.931583856,0.068416144,2
AAL0706,24-05-2010,0.229181995,1,0,0.938985799,0.061014201,2
AAL0706,14-06-2010,0.233708317,1,0,0.948572017,0.051427983,1
AAL0706,21-06-2010,0.227900863,1,0,0.936272512,0.063727488,2
AAL0706,28-06-2010,0.233021093,1,0,0.947116557,0.052883443,1
AAL0706,12-07-2010,0.255980329,1,0,0.995741522,0.004258478,1
AAL0706,19-07-2010,0.257991053,1,0,1,0,1
AAL0706,26-07-2010,0.257991053,1,0,1,0,1
AAL0706,09-08-2010,0.23118061,1,0,0.94321863,0.05678137,2
AAL0706,16-08-2010,0.257991053,1,0,1,0,1
AAL0706,23-08-2010,0.257991053,1,0,1,0,1
AAL0706,30-08-2010,0.24493371,1,0,0.972346082,0.027653918,1
AAL0706,13-09-2010,0.257991053,1,0,1,0,1
AAL0706,20-09-2010,0.257991053,1,0,1,0,1
AAL0706,27-09-2010,0.255980329,1,0,0.995741522,0.004258478,1
AAL0706,11-10-2010,0.253013037,1,0,0.989457147,0.010542853,1
AAL0706,18-10-2010,0.257991053,1,0,1,0,1
AAL0706,25-10-2010,0.257991053,1,0,1,0,1
AAL0706,15-11-2010,0.257991053,1,0,1,0,1
AAL0706,22-11-2010,0.253013037,1,0,0.989457147,0.010542853,1
AAL0706,29-11-2010,0.24493371,1,0,0.972346082,0.027653918,1
AAL0706,13-12-2010,0.257991053,1,0,1,0,1
AAL0706,20-12-2010,0.253013037,1,0,0.989457147,0.010542853,1
AAL0706,27-12-2010,0.255980329,1,0,0.995741522,0.004258478,1
AAL0706,10-01-2011,0.24493371,1,0,0.972346082,0.027653918,1
AAL0706,17-01-2011,0.257991053,1,0,1,0,1
AAL0706,24-01-2011,0.257991053,1,0,1,0,1
AAL0706,31-01-2011,0.23118061,1,0,0.94321863,0.05678137,2
AAL0706,14-02-2011,0.257991053,1,0,1,0,1
AAL0706,21-02-2011,0.257991053,1,0,1,0,1
AAL0706,28-02-2011,0.23118061,1,0,0.94321863,0.05678137,2
AAL0706,14-03-2011,0.257991053,1,0,1,0,1
AAL0706,21-03-2011,0.257991053,1,0,1,0,1
AAL0706,28-03-2011,0.255980329,1,0,0.995741522,0.004258478,1
AAL0706,11-04-2011,0.253013037,1,0,0.989457147,0.010542853,1
AAL0706,18-04-2011,0.255980329,1,0,0.995741522,0.004258478,1
AAL0706,25-04-2011,0.257991053,1,0,1,0,1
AAL0706,09-05-2011,0.23118061,1,0,0.94321863,0.05678137,2
AAL0706,16-05-2011,0.23118061,1,0,0.94321863,0.05678137,2
AAM0658,11-01-2010,0.031841413,1,0,0.52104162,0.47895838,5
AAM0658,18-01-2010,0.057914553,1,0,0.576261468,0.423738532,5
AAM0658,25-01-2010,0.224284435,1,0,0.928613341,0.071386659,2
AAM0658,15-02-2010,0.226306724,1,0,0.932896313,0.067103687,2
AAM0658,22-02-2010,0.223481868,1,0,0.926913598,0.073086402,2
AAM0658,15-03-2010,0.220227481,1,0,0.92002119,0.07997881,2
AAM0658,22-03-2010,0.222628668,1,0,0.925106622,0.074893378,2
AAM0658,29-03-2010,0.208856739,1,0,0.895939294,0.104060706,2
AAM0658,12-04-2010,0.202628347,1,0,0.88274829,0.11725171,2
AAM0658,19-04-2010,0.216994731,1,0,0.913174605,0.086825395,2
AAM0658,26-04-2010,0.213196486,1,0,0.905130368,0.094869632,2
AAM0658,10-05-2010,0.19617765,1,0,0.869086472,0.130913528,2
AAM0658,17-05-2010,0.220947621,1,0,0.921546361,0.078453639,2
AAM0658,24-05-2010,0.218180056,1,0,0.915684983,0.084315017,2
AAM0658,14-06-2010,0.215822203,1,0,0.910691327,0.089308673,2
AAM0658,21-06-2010,0.21694408,1,0,0.913067332,0.086932668,2
AAM0658,28-06-2010,0.204696358,1,0,0.887128095,0.112871905,2
AAM0658,12-07-2010,0.255980329,1,0,0.995741522,0.004258478,1
AAM0658,19-07-2010,0.257991053,1,0,1,0,1
AAM0658,26-07-2010,0.257991053,1,0,1,0,1
AAM0658,09-08-2010,0.23118061,1,0,0.94321863,0.05678137,2
AAM0658,16-08-2010,0.257991053,1,0,1,0,1
AAM0658,23-08-2010,0.257991053,1,0,1,0,1
AAM0658,30-08-2010,0.24493371,1,0,0.972346082,0.027653918,1
AAM0658,13-09-2010,0.257991053,1,0,1,0,1
AAM0658,20-09-2010,0.257991053,1,0,1,0,1
AAM0658,27-09-2010,0.255980329,1,0,0.995741522,0.004258478,1
AAM0658,11-10-2010,0.253013037,1,0,0.989457147,0.010542853,1
AAM0658,18-10-2010,0.097176144,1,0,0.659412908,0.340587092,4
AAM0658,25-10-2010,0.118738858,1,0,0.705080203,0.294919797,4
AAM0658,15-11-2010,0.253013037,1,0,0.989457147,0.010542853,1
AAN0823,11-01-2010,0.061166988,1,0,0.583149743,0.416850257,5
AAN0823,18-01-2010,0.075174824,1,0,0.612816696,0.387183304,4
AAN0823,25-01-2010,0.228080936,1,0,0.936653885,0.063346115,2
AAN0823,15-02-2010,0.231191906,1,0,0.943242554,0.056757446,2
AAN0823,22-02-2010,0.231191906,1,0,0.943242554,0.056757446,2
AAN0823,15-03-2010,0.225687022,1,0,0.931583856,0.068416144,2
AAN0823,22-03-2010,0.226338238,1,0,0.932963055,0.067036945,2
AAN0823,29-03-2010,0.221005388,1,0,0.921668705,0.078331295,2
AAN0823,12-04-2010,0.215378361,1,0,0.909751322,0.090248678,2
AAN0823,19-04-2010,0.229287712,1,0,0.939209694,0.060790306,2
AAN0823,26-04-2010,0.229181995,1,0,0.938985799,0.061014201,2
AAN0823,10-05-2010,0.220600832,1,0,0.920811902,0.079188098,2
AAN0823,17-05-2010,0.229181995,1,0,0.938985799,0.061014201,2
AAN0823,24-05-2010,0.225687022,1,0,0.931583856,0.068416144,2
AAN0823,14-06-2010,0.230052721,1,0,0.940829894,0.059170106,2
AAN0823,21-06-2010,0.22629902,1,0,0.932879996,0.067120004,2
AAN0823,28-06-2010,0.229535086,1,0,0.939733605,0.060266395,2
AAN0823,12-07-2010,0.255980329,1,0,0.995741522,0.004258478,1
AAN0823,19-07-2010,0.257991053,1,0,1,0,1
AAN0823,26-07-2010,0.257991053,1,0,1,0,1
AAN0823,09-08-2010,0.23118061,1,0,0.94321863,0.05678137,2
AAN0823,16-08-2010,0.257991053,1,0,1,0,1
AAN0823,23-08-2010,0.257991053,1,0,1,0,1
AAN0823,30-08-2010,0.24493371,1,0,0.972346082,0.027653918,1
AAN0823,13-09-2010,0.257991053,1,0,1,0,1
AAN0823,20-09-2010,0.257991053,1,0,1,0,1
AAN0823,27-09-2010,0.255980329,1,0,0.995741522,0.004258478,1
AAN0823,11-10-2010,0.253013037,1,0,0.989457147,0.010542853,1
AAN0823,18-10-2010,0.257991053,1,0,1,0,1
AAN0823,25-10-2010,0.257991053,1,0,1,0,1
AAN0823,15-11-2010,0.257991053,1,0,1,0,1
AAN0823,22-11-2010,0.253013037,1,0,0.989457147,0.010542853,1
AAN0823,29-11-2010,0.24493371,1,0,0.972346082,0.027653918,1
AAN0823,13-12-2010,0.257991053,1,0,1,0,1
AAN0823,20-12-2010,0.253013037,1,0,0.989457147,0.010542853,1
AAN0823,27-12-2010,0.255980329,1,0,0.995741522,0.004258478,1
AAN0823,10-01-2011,0.24493371,1,0,0.972346082,0.027653918,1
AAN0823,17-01-2011,0.257991053,1,0,1,0,1
AAN0823,24-01-2011,0.257991053,1,0,1,0,1
AAN0823,31-01-2011,0.23118061,1,0,0.94321863,0.05678137,2
AAN0823,14-02-2011,0.257991053,1,0,1,0,1
AAN0823,21-02-2011,0.257991053,1,0,1,0,1
AAN0823,28-02-2011,0.23118061,1,0,0.94321863,0.05678137,2
AAN0823,14-03-2011,0.257991053,1,0,1,0,1
AAN0823,21-03-2011,0.257991053,1,0,1,0,1
AAN0823,28-03-2011,0.255980329,1,0,0.995741522,0.004258478,1
AAN0823,11-04-2011,0.253013037,1,0,0.989457147,0.010542853,1
AAN0823,18-04-2011,0.255980329,1,0,0.995741522,0.004258478,1
AAN0823,25-04-2011,0.257991053,1,0,1,0,1
AAN0823,09-05-2011,0.23118061,1,0,0.94321863,0.05678137,2
AAN0823,16-05-2011,0.23118061,1,0,0.94321863,0.05678137,2
AAS0442,11-01-2010,0.043054772,1,0,0.544790197,0.455209803,5
AAS0442,18-01-2010,0.042927712,1,0,0.5445211,0.4554789,5
AAS0442,25-01-2010,0.215991433,1,0,0.911049737,0.088950263,2
AAS0442,15-02-2010,0.213103228,1,0,0.904932858,0.095067142,2
AAS0442,22-02-2010,0.212189739,1,0,0.902998195,0.097001805,2
AAV0450,11-01-2010,0.032571603,1,0,0.522588077,0.477411923,5
AAV0450,18-01-2010,0.077755933,1,0,0.618283181,0.381716819,4
AAV0450,25-01-2010,0.228080936,1,0,0.936653885,0.063346115,2
AAV0450,15-02-2010,0.233479029,1,0,0.948086412,0.051913588,1
AAV0450,22-02-2010,0.231191906,1,0,0.943242554,0.056757446,2
